provider;imsi;pin;cert
2907NSI;1000000000002906;4017;THIS IS MY CERT 1000000000002906
2908NSI;1000000000002907;4018;THIS IS MY CERT 1000000000002907
2909NSI;1000000000002908;4019;THIS IS MY CERT 1000000000002908
2910NSI;1000000000002909;4020;THIS IS MY CERT 1000000000002909
2911NSI;1000000000002910;4021;THIS IS MY CERT 1000000000002910
2912NSI;1000000000002911;4022;THIS IS MY CERT 1000000000002911
2913NSI;1000000000002912;4023;THIS IS MY CERT 1000000000002912
2914NSI;1000000000002913;4024;THIS IS MY CERT 1000000000002913
2915NSI;1000000000002914;4025;THIS IS MY CERT 1000000000002914
2916NSI;1000000000002915;4026;THIS IS MY CERT 1000000000002915
2917NSI;1000000000002916;4027;THIS IS MY CERT 1000000000002916
2918NSI;1000000000002917;4028;THIS IS MY CERT 1000000000002917
2919NSI;1000000000002918;4029;THIS IS MY CERT 1000000000002918
2920NSI;1000000000002919;4030;THIS IS MY CERT 1000000000002919
2921NSI;1000000000002920;4031;THIS IS MY CERT 1000000000002920
2922NSI;1000000000002921;4032;THIS IS MY CERT 1000000000002921
2923NSI;1000000000002922;4033;THIS IS MY CERT 1000000000002922
2924NSI;1000000000002923;4034;THIS IS MY CERT 1000000000002923
2925NSI;1000000000002924;4035;THIS IS MY CERT 1000000000002924
2926NSI;1000000000002925;4036;THIS IS MY CERT 1000000000002925
2927NSI;1000000000002926;4037;THIS IS MY CERT 1000000000002926
2928NSI;1000000000002927;4038;THIS IS MY CERT 1000000000002927
2929NSI;1000000000002928;4039;THIS IS MY CERT 1000000000002928
2930NSI;1000000000002929;4040;THIS IS MY CERT 1000000000002929
2931NSI;1000000000002930;4041;THIS IS MY CERT 1000000000002930
2932NSI;1000000000002931;4042;THIS IS MY CERT 1000000000002931
2933NSI;1000000000002932;4043;THIS IS MY CERT 1000000000002932
2934NSI;1000000000002933;4044;THIS IS MY CERT 1000000000002933
2935NSI;1000000000002934;4045;THIS IS MY CERT 1000000000002934
2936NSI;1000000000002935;4046;THIS IS MY CERT 1000000000002935
2937NSI;1000000000002936;4047;THIS IS MY CERT 1000000000002936
2938NSI;1000000000002937;4048;THIS IS MY CERT 1000000000002937
2939NSI;1000000000002938;4049;THIS IS MY CERT 1000000000002938
2940NSI;1000000000002939;4050;THIS IS MY CERT 1000000000002939
2941NSI;1000000000002940;4051;THIS IS MY CERT 1000000000002940
2942NSI;1000000000002941;4052;THIS IS MY CERT 1000000000002941
2943NSI;1000000000002942;4053;THIS IS MY CERT 1000000000002942
2944NSI;1000000000002943;4054;THIS IS MY CERT 1000000000002943
2945NSI;1000000000002944;4055;THIS IS MY CERT 1000000000002944
2946NSI;1000000000002945;4056;THIS IS MY CERT 1000000000002945
2947NSI;1000000000002946;4057;THIS IS MY CERT 1000000000002946
2948NSI;1000000000002947;4058;THIS IS MY CERT 1000000000002947
2949NSI;1000000000002948;4059;THIS IS MY CERT 1000000000002948
2950NSI;1000000000002949;4060;THIS IS MY CERT 1000000000002949
2951NSI;1000000000002950;4061;THIS IS MY CERT 1000000000002950
2952NSI;1000000000002951;4062;THIS IS MY CERT 1000000000002951
2953NSI;1000000000002952;4063;THIS IS MY CERT 1000000000002952
2954NSI;1000000000002953;4064;THIS IS MY CERT 1000000000002953
2955NSI;1000000000002954;4065;THIS IS MY CERT 1000000000002954
2956NSI;1000000000002955;4066;THIS IS MY CERT 1000000000002955
2957NSI;1000000000002956;4067;THIS IS MY CERT 1000000000002956
2958NSI;1000000000002957;4068;THIS IS MY CERT 1000000000002957
2959NSI;1000000000002958;4069;THIS IS MY CERT 1000000000002958
2960NSI;1000000000002959;4070;THIS IS MY CERT 1000000000002959
2961NSI;1000000000002960;4071;THIS IS MY CERT 1000000000002960
2962NSI;1000000000002961;4072;THIS IS MY CERT 1000000000002961
2963NSI;1000000000002962;4073;THIS IS MY CERT 1000000000002962
2964NSI;1000000000002963;4074;THIS IS MY CERT 1000000000002963
2965NSI;1000000000002964;4075;THIS IS MY CERT 1000000000002964
2966NSI;1000000000002965;4076;THIS IS MY CERT 1000000000002965
2967NSI;1000000000002966;4077;THIS IS MY CERT 1000000000002966
2968NSI;1000000000002967;4078;THIS IS MY CERT 1000000000002967
2969NSI;1000000000002968;4079;THIS IS MY CERT 1000000000002968
2970NSI;1000000000002969;4080;THIS IS MY CERT 1000000000002969
2971NSI;1000000000002970;4081;THIS IS MY CERT 1000000000002970
2972NSI;1000000000002971;4082;THIS IS MY CERT 1000000000002971
2973NSI;1000000000002972;4083;THIS IS MY CERT 1000000000002972
2974NSI;1000000000002973;4084;THIS IS MY CERT 1000000000002973
2975NSI;1000000000002974;4085;THIS IS MY CERT 1000000000002974
2976NSI;1000000000002975;4086;THIS IS MY CERT 1000000000002975
2977NSI;1000000000002976;4087;THIS IS MY CERT 1000000000002976
2978NSI;1000000000002977;4088;THIS IS MY CERT 1000000000002977
2979NSI;1000000000002978;4089;THIS IS MY CERT 1000000000002978
2980NSI;1000000000002979;4090;THIS IS MY CERT 1000000000002979
2981NSI;1000000000002980;4091;THIS IS MY CERT 1000000000002980
2982NSI;1000000000002981;4092;THIS IS MY CERT 1000000000002981
2983NSI;1000000000002982;4093;THIS IS MY CERT 1000000000002982
2984NSI;1000000000002983;4094;THIS IS MY CERT 1000000000002983
2985NSI;1000000000002984;4095;THIS IS MY CERT 1000000000002984
2986NSI;1000000000002985;4096;THIS IS MY CERT 1000000000002985
2987NSI;1000000000002986;4097;THIS IS MY CERT 1000000000002986
2988NSI;1000000000002987;4098;THIS IS MY CERT 1000000000002987
2989NSI;1000000000002988;4099;THIS IS MY CERT 1000000000002988
2990NSI;1000000000002989;4100;THIS IS MY CERT 1000000000002989
2991NSI;1000000000002990;4101;THIS IS MY CERT 1000000000002990
2992NSI;1000000000002991;4102;THIS IS MY CERT 1000000000002991
2993NSI;1000000000002992;4103;THIS IS MY CERT 1000000000002992
2994NSI;1000000000002993;4104;THIS IS MY CERT 1000000000002993
2995NSI;1000000000002994;4105;THIS IS MY CERT 1000000000002994
2996NSI;1000000000002995;4106;THIS IS MY CERT 1000000000002995
2997NSI;1000000000002996;4107;THIS IS MY CERT 1000000000002996
2998NSI;1000000000002997;4108;THIS IS MY CERT 1000000000002997
2999NSI;1000000000002998;4109;THIS IS MY CERT 1000000000002998
3000NSI;1000000000002999;4110;THIS IS MY CERT 1000000000002999
3001NSI;1000000000003000;4111;THIS IS MY CERT 1000000000003000
3002NSI;1000000000003001;4112;THIS IS MY CERT 1000000000003001
3003NSI;1000000000003002;4113;THIS IS MY CERT 1000000000003002
3004NSI;1000000000003003;4114;THIS IS MY CERT 1000000000003003
3005NSI;1000000000003004;4115;THIS IS MY CERT 1000000000003004
3006NSI;1000000000003005;4116;THIS IS MY CERT 1000000000003005
3007NSI;1000000000003006;4117;THIS IS MY CERT 1000000000003006
3008NSI;1000000000003007;4118;THIS IS MY CERT 1000000000003007
3009NSI;1000000000003008;4119;THIS IS MY CERT 1000000000003008
3010NSI;1000000000003009;4120;THIS IS MY CERT 1000000000003009
3011NSI;1000000000003010;4121;THIS IS MY CERT 1000000000003010
3012NSI;1000000000003011;4122;THIS IS MY CERT 1000000000003011
3013NSI;1000000000003012;4123;THIS IS MY CERT 1000000000003012
3014NSI;1000000000003013;4124;THIS IS MY CERT 1000000000003013
3015NSI;1000000000003014;4125;THIS IS MY CERT 1000000000003014
3016NSI;1000000000003015;4126;THIS IS MY CERT 1000000000003015
3017NSI;1000000000003016;4127;THIS IS MY CERT 1000000000003016
3018NSI;1000000000003017;4128;THIS IS MY CERT 1000000000003017
3019NSI;1000000000003018;4129;THIS IS MY CERT 1000000000003018
3020NSI;1000000000003019;4130;THIS IS MY CERT 1000000000003019
3021NSI;1000000000003020;4131;THIS IS MY CERT 1000000000003020
3022NSI;1000000000003021;4132;THIS IS MY CERT 1000000000003021
3023NSI;1000000000003022;4133;THIS IS MY CERT 1000000000003022
3024NSI;1000000000003023;4134;THIS IS MY CERT 1000000000003023
3025NSI;1000000000003024;4135;THIS IS MY CERT 1000000000003024
3026NSI;1000000000003025;4136;THIS IS MY CERT 1000000000003025
3027NSI;1000000000003026;4137;THIS IS MY CERT 1000000000003026
3028NSI;1000000000003027;4138;THIS IS MY CERT 1000000000003027
3029NSI;1000000000003028;4139;THIS IS MY CERT 1000000000003028
3030NSI;1000000000003029;4140;THIS IS MY CERT 1000000000003029
3031NSI;1000000000003030;4141;THIS IS MY CERT 1000000000003030
3032NSI;1000000000003031;4142;THIS IS MY CERT 1000000000003031
3033NSI;1000000000003032;4143;THIS IS MY CERT 1000000000003032
3034NSI;1000000000003033;4144;THIS IS MY CERT 1000000000003033
3035NSI;1000000000003034;4145;THIS IS MY CERT 1000000000003034
3036NSI;1000000000003035;4146;THIS IS MY CERT 1000000000003035
3037NSI;1000000000003036;4147;THIS IS MY CERT 1000000000003036
3038NSI;1000000000003037;4148;THIS IS MY CERT 1000000000003037
3039NSI;1000000000003038;4149;THIS IS MY CERT 1000000000003038
3040NSI;1000000000003039;4150;THIS IS MY CERT 1000000000003039
3041NSI;1000000000003040;4151;THIS IS MY CERT 1000000000003040
3042NSI;1000000000003041;4152;THIS IS MY CERT 1000000000003041
3043NSI;1000000000003042;4153;THIS IS MY CERT 1000000000003042
3044NSI;1000000000003043;4154;THIS IS MY CERT 1000000000003043
3045NSI;1000000000003044;4155;THIS IS MY CERT 1000000000003044
3046NSI;1000000000003045;4156;THIS IS MY CERT 1000000000003045
3047NSI;1000000000003046;4157;THIS IS MY CERT 1000000000003046
3048NSI;1000000000003047;4158;THIS IS MY CERT 1000000000003047
3049NSI;1000000000003048;4159;THIS IS MY CERT 1000000000003048
3050NSI;1000000000003049;4160;THIS IS MY CERT 1000000000003049
3051NSI;1000000000003050;4161;THIS IS MY CERT 1000000000003050
3052NSI;1000000000003051;4162;THIS IS MY CERT 1000000000003051
3053NSI;1000000000003052;4163;THIS IS MY CERT 1000000000003052
3054NSI;1000000000003053;4164;THIS IS MY CERT 1000000000003053
3055NSI;1000000000003054;4165;THIS IS MY CERT 1000000000003054
3056NSI;1000000000003055;4166;THIS IS MY CERT 1000000000003055
3057NSI;1000000000003056;4167;THIS IS MY CERT 1000000000003056
3058NSI;1000000000003057;4168;THIS IS MY CERT 1000000000003057
3059NSI;1000000000003058;4169;THIS IS MY CERT 1000000000003058
3060NSI;1000000000003059;4170;THIS IS MY CERT 1000000000003059
3061NSI;1000000000003060;4171;THIS IS MY CERT 1000000000003060
3062NSI;1000000000003061;4172;THIS IS MY CERT 1000000000003061
3063NSI;1000000000003062;4173;THIS IS MY CERT 1000000000003062
3064NSI;1000000000003063;4174;THIS IS MY CERT 1000000000003063
3065NSI;1000000000003064;4175;THIS IS MY CERT 1000000000003064
3066NSI;1000000000003065;4176;THIS IS MY CERT 1000000000003065
3067NSI;1000000000003066;4177;THIS IS MY CERT 1000000000003066
3068NSI;1000000000003067;4178;THIS IS MY CERT 1000000000003067
3069NSI;1000000000003068;4179;THIS IS MY CERT 1000000000003068
3070NSI;1000000000003069;4180;THIS IS MY CERT 1000000000003069
3071NSI;1000000000003070;4181;THIS IS MY CERT 1000000000003070
3072NSI;1000000000003071;4182;THIS IS MY CERT 1000000000003071
3073NSI;1000000000003072;4183;THIS IS MY CERT 1000000000003072
3074NSI;1000000000003073;4184;THIS IS MY CERT 1000000000003073
3075NSI;1000000000003074;4185;THIS IS MY CERT 1000000000003074
3076NSI;1000000000003075;4186;THIS IS MY CERT 1000000000003075
3077NSI;1000000000003076;4187;THIS IS MY CERT 1000000000003076
3078NSI;1000000000003077;4188;THIS IS MY CERT 1000000000003077
3079NSI;1000000000003078;4189;THIS IS MY CERT 1000000000003078
3080NSI;1000000000003079;4190;THIS IS MY CERT 1000000000003079
3081NSI;1000000000003080;4191;THIS IS MY CERT 1000000000003080
3082NSI;1000000000003081;4192;THIS IS MY CERT 1000000000003081
3083NSI;1000000000003082;4193;THIS IS MY CERT 1000000000003082
3084NSI;1000000000003083;4194;THIS IS MY CERT 1000000000003083
3085NSI;1000000000003084;4195;THIS IS MY CERT 1000000000003084
3086NSI;1000000000003085;4196;THIS IS MY CERT 1000000000003085
3087NSI;1000000000003086;4197;THIS IS MY CERT 1000000000003086
3088NSI;1000000000003087;4198;THIS IS MY CERT 1000000000003087
3089NSI;1000000000003088;4199;THIS IS MY CERT 1000000000003088
3090NSI;1000000000003089;4200;THIS IS MY CERT 1000000000003089
3091NSI;1000000000003090;4201;THIS IS MY CERT 1000000000003090
3092NSI;1000000000003091;4202;THIS IS MY CERT 1000000000003091
3093NSI;1000000000003092;4203;THIS IS MY CERT 1000000000003092
3094NSI;1000000000003093;4204;THIS IS MY CERT 1000000000003093
3095NSI;1000000000003094;4205;THIS IS MY CERT 1000000000003094
3096NSI;1000000000003095;4206;THIS IS MY CERT 1000000000003095
3097NSI;1000000000003096;4207;THIS IS MY CERT 1000000000003096
3098NSI;1000000000003097;4208;THIS IS MY CERT 1000000000003097
3099NSI;1000000000003098;4209;THIS IS MY CERT 1000000000003098
3100NSI;1000000000003099;4210;THIS IS MY CERT 1000000000003099
3101NSI;1000000000003100;4211;THIS IS MY CERT 1000000000003100
3102NSI;1000000000003101;4212;THIS IS MY CERT 1000000000003101
3103NSI;1000000000003102;4213;THIS IS MY CERT 1000000000003102
3104NSI;1000000000003103;4214;THIS IS MY CERT 1000000000003103
3105NSI;1000000000003104;4215;THIS IS MY CERT 1000000000003104
3106NSI;1000000000003105;4216;THIS IS MY CERT 1000000000003105
3107NSI;1000000000003106;4217;THIS IS MY CERT 1000000000003106
3108NSI;1000000000003107;4218;THIS IS MY CERT 1000000000003107
3109NSI;1000000000003108;4219;THIS IS MY CERT 1000000000003108
3110NSI;1000000000003109;4220;THIS IS MY CERT 1000000000003109
3111NSI;1000000000003110;4221;THIS IS MY CERT 1000000000003110
3112NSI;1000000000003111;4222;THIS IS MY CERT 1000000000003111
3113NSI;1000000000003112;4223;THIS IS MY CERT 1000000000003112
3114NSI;1000000000003113;4224;THIS IS MY CERT 1000000000003113
3115NSI;1000000000003114;4225;THIS IS MY CERT 1000000000003114
3116NSI;1000000000003115;4226;THIS IS MY CERT 1000000000003115
3117NSI;1000000000003116;4227;THIS IS MY CERT 1000000000003116
3118NSI;1000000000003117;4228;THIS IS MY CERT 1000000000003117
3119NSI;1000000000003118;4229;THIS IS MY CERT 1000000000003118
3120NSI;1000000000003119;4230;THIS IS MY CERT 1000000000003119
3121NSI;1000000000003120;4231;THIS IS MY CERT 1000000000003120
3122NSI;1000000000003121;4232;THIS IS MY CERT 1000000000003121
3123NSI;1000000000003122;4233;THIS IS MY CERT 1000000000003122
3124NSI;1000000000003123;4234;THIS IS MY CERT 1000000000003123
3125NSI;1000000000003124;4235;THIS IS MY CERT 1000000000003124
3126NSI;1000000000003125;4236;THIS IS MY CERT 1000000000003125
3127NSI;1000000000003126;4237;THIS IS MY CERT 1000000000003126
3128NSI;1000000000003127;4238;THIS IS MY CERT 1000000000003127
3129NSI;1000000000003128;4239;THIS IS MY CERT 1000000000003128
3130NSI;1000000000003129;4240;THIS IS MY CERT 1000000000003129
3131NSI;1000000000003130;4241;THIS IS MY CERT 1000000000003130
3132NSI;1000000000003131;4242;THIS IS MY CERT 1000000000003131
3133NSI;1000000000003132;4243;THIS IS MY CERT 1000000000003132
3134NSI;1000000000003133;4244;THIS IS MY CERT 1000000000003133
3135NSI;1000000000003134;4245;THIS IS MY CERT 1000000000003134
3136NSI;1000000000003135;4246;THIS IS MY CERT 1000000000003135
3137NSI;1000000000003136;4247;THIS IS MY CERT 1000000000003136
3138NSI;1000000000003137;4248;THIS IS MY CERT 1000000000003137
3139NSI;1000000000003138;4249;THIS IS MY CERT 1000000000003138
3140NSI;1000000000003139;4250;THIS IS MY CERT 1000000000003139
3141NSI;1000000000003140;4251;THIS IS MY CERT 1000000000003140
3142NSI;1000000000003141;4252;THIS IS MY CERT 1000000000003141
3143NSI;1000000000003142;4253;THIS IS MY CERT 1000000000003142
3144NSI;1000000000003143;4254;THIS IS MY CERT 1000000000003143
3145NSI;1000000000003144;4255;THIS IS MY CERT 1000000000003144
3146NSI;1000000000003145;4256;THIS IS MY CERT 1000000000003145
3147NSI;1000000000003146;4257;THIS IS MY CERT 1000000000003146
3148NSI;1000000000003147;4258;THIS IS MY CERT 1000000000003147
3149NSI;1000000000003148;4259;THIS IS MY CERT 1000000000003148
3150NSI;1000000000003149;4260;THIS IS MY CERT 1000000000003149
3151NSI;1000000000003150;4261;THIS IS MY CERT 1000000000003150
3152NSI;1000000000003151;4262;THIS IS MY CERT 1000000000003151
3153NSI;1000000000003152;4263;THIS IS MY CERT 1000000000003152
3154NSI;1000000000003153;4264;THIS IS MY CERT 1000000000003153
3155NSI;1000000000003154;4265;THIS IS MY CERT 1000000000003154
3156NSI;1000000000003155;4266;THIS IS MY CERT 1000000000003155
3157NSI;1000000000003156;4267;THIS IS MY CERT 1000000000003156
3158NSI;1000000000003157;4268;THIS IS MY CERT 1000000000003157
3159NSI;1000000000003158;4269;THIS IS MY CERT 1000000000003158
3160NSI;1000000000003159;4270;THIS IS MY CERT 1000000000003159
3161NSI;1000000000003160;4271;THIS IS MY CERT 1000000000003160
3162NSI;1000000000003161;4272;THIS IS MY CERT 1000000000003161
3163NSI;1000000000003162;4273;THIS IS MY CERT 1000000000003162
3164NSI;1000000000003163;4274;THIS IS MY CERT 1000000000003163
3165NSI;1000000000003164;4275;THIS IS MY CERT 1000000000003164
3166NSI;1000000000003165;4276;THIS IS MY CERT 1000000000003165
3167NSI;1000000000003166;4277;THIS IS MY CERT 1000000000003166
3168NSI;1000000000003167;4278;THIS IS MY CERT 1000000000003167
3169NSI;1000000000003168;4279;THIS IS MY CERT 1000000000003168
3170NSI;1000000000003169;4280;THIS IS MY CERT 1000000000003169
3171NSI;1000000000003170;4281;THIS IS MY CERT 1000000000003170
3172NSI;1000000000003171;4282;THIS IS MY CERT 1000000000003171
3173NSI;1000000000003172;4283;THIS IS MY CERT 1000000000003172
3174NSI;1000000000003173;4284;THIS IS MY CERT 1000000000003173
3175NSI;1000000000003174;4285;THIS IS MY CERT 1000000000003174
3176NSI;1000000000003175;4286;THIS IS MY CERT 1000000000003175
3177NSI;1000000000003176;4287;THIS IS MY CERT 1000000000003176
3178NSI;1000000000003177;4288;THIS IS MY CERT 1000000000003177
3179NSI;1000000000003178;4289;THIS IS MY CERT 1000000000003178
3180NSI;1000000000003179;4290;THIS IS MY CERT 1000000000003179
3181NSI;1000000000003180;4291;THIS IS MY CERT 1000000000003180
3182NSI;1000000000003181;4292;THIS IS MY CERT 1000000000003181
3183NSI;1000000000003182;4293;THIS IS MY CERT 1000000000003182
3184NSI;1000000000003183;4294;THIS IS MY CERT 1000000000003183
3185NSI;1000000000003184;4295;THIS IS MY CERT 1000000000003184
3186NSI;1000000000003185;4296;THIS IS MY CERT 1000000000003185
3187NSI;1000000000003186;4297;THIS IS MY CERT 1000000000003186
3188NSI;1000000000003187;4298;THIS IS MY CERT 1000000000003187
3189NSI;1000000000003188;4299;THIS IS MY CERT 1000000000003188
3190NSI;1000000000003189;4300;THIS IS MY CERT 1000000000003189
3191NSI;1000000000003190;4301;THIS IS MY CERT 1000000000003190
3192NSI;1000000000003191;4302;THIS IS MY CERT 1000000000003191
3193NSI;1000000000003192;4303;THIS IS MY CERT 1000000000003192
3194NSI;1000000000003193;4304;THIS IS MY CERT 1000000000003193
3195NSI;1000000000003194;4305;THIS IS MY CERT 1000000000003194
3196NSI;1000000000003195;4306;THIS IS MY CERT 1000000000003195
3197NSI;1000000000003196;4307;THIS IS MY CERT 1000000000003196
3198NSI;1000000000003197;4308;THIS IS MY CERT 1000000000003197
3199NSI;1000000000003198;4309;THIS IS MY CERT 1000000000003198
3200NSI;1000000000003199;4310;THIS IS MY CERT 1000000000003199
3201NSI;1000000000003200;4311;THIS IS MY CERT 1000000000003200
3202NSI;1000000000003201;4312;THIS IS MY CERT 1000000000003201
3203NSI;1000000000003202;4313;THIS IS MY CERT 1000000000003202
3204NSI;1000000000003203;4314;THIS IS MY CERT 1000000000003203
3205NSI;1000000000003204;4315;THIS IS MY CERT 1000000000003204
3206NSI;1000000000003205;4316;THIS IS MY CERT 1000000000003205
3207NSI;1000000000003206;4317;THIS IS MY CERT 1000000000003206
3208NSI;1000000000003207;4318;THIS IS MY CERT 1000000000003207
3209NSI;1000000000003208;4319;THIS IS MY CERT 1000000000003208
3210NSI;1000000000003209;4320;THIS IS MY CERT 1000000000003209
